Name,ISIN,Ticker,Morningstar Fair Value Status,Morningstar Rating Overall,Price/Fair Value,Morningstar Fair Value Per Share,Fair Value Uncertainty,Consider Buying,Consider Selling,Economic Moat,Business Risk Pillar,Moat Trend,Morningstar Credit Rating,Moat Source - Cost Advantage,Moat Source - Efficient Scale,Moat Source - Intangible Assets,Moat Source - Network Effect,Moat Source - Switch Cost,Quantitative Fair Value Estimate Base Currency,Quantitative Valuation,Quantitative Valuation Score,Quantitative Valuation Uncertainty,Quantitative Valuation Uncertainty Score,Quantitative Financial Health,Quantitative Financial Health Score,Quantitative Moat,Quantitative Moat Score,Payout Ratio TTM,Div Growth % 1 Yr (FY 1),Div Growth % 3 Yr (FY 1),Div Growth % 5 Yr (FY 1),Div Growth % 10 Yr (FY 1),Dividend Yield % TTM,Market Cap (mil) (Daily) Base Currency,Equity Style Box (Long),Daily Closing Price 2021-06-16 Base Currency,Return (Day to Day) 2021-05-17 to 2021-06-16 Base Currency,Price 52 Wk High Base Currency,Price 52 Wk Low Base Currency,Beta 3 Yr (Mo-End),Beta 5 Yr (Mo-End),EBT Margin % 1 Yr - FY1,ROIC (TTM),Rev Growth % 1 Yr (FY 1),Rev Growth % 3 Yr (FY 1),Rev Growth % 5 Yr (FY 1),FCF Growth % 1 Yr - FY1,FCF Growth % 3 Yr - FY1,CFO Growth % 3 Yr - FY1,Book Value per Share Growth % 3 Yr,Financial Health Grade,P/E Ratio (TTM) (Long),P/E Ratio 5 Yr Avg,PEG Ratio,Earnings Yield % TTM,Sector,Industry,GICS Sector,GICS Industry,GICS Sub-Industry,SecId,Company Id,Exchange Country,Ticker,ROIC % (TTM),ROIC % FY 1,ROIC % 1 Yr Year2008,ROIC % 1 Yr Year2009,ROIC % 1 Yr Year2010,ROIC % 1 Yr Year2011,ROIC % 1 Yr Year2012,ROIC % 1 Yr Year2013,ROIC % 1 Yr Year2014,ROIC % 1 Yr Year2015,ROIC % 1 Yr Year2016,ROIC % 1 Yr Year2017,Return on Equity TTM 2021-05,ROE % FY 1,ROE % FY 2,ROE % FY 3,ROE % FY 4,ROE % FY 5,ROE % FY 6,ROE % FY 7,ROE % FY 8,ROE % FY 9,ROE % FY 10,Probability of Default,Sustainalytics Rating Date,Sustainalytics Peer Group Name,Sustainalytics ESG Risk Classification,Sustainalytics ESG Risk Score,ESG Risk Rating Assessment,Notable Material ESG Issue 1,Notable Material ESG Issue 2,Notable Material ESG Issue 3,ESG Risk Exposure Score,ESG Risk Managed Score,Sustainalytics Environmental Risk Score,Sustainalytics Social Risk Score,Sustainalytics Governance Risk Score,Company Controversy Level Descriptor,Company Highest Controversy Level,Company Highest Controversy Topics,,,
Amphenol Corp,US0320951017,APH,Active,2,1.18,58.00,Medium,40.60,78.30,Narrow,,Stable,,No,No,Yes,No,Yes,56.94,Overvalued,0.83,Low,0.08,Strong,0.73,Wide,0.99,0.33,8.33,14.11,14.43,42.56,1.00,"40,769.34",Large Blend,68.22,2.80,69.62,46.30,1.29,1.24,17.75,14.10,4.54,7.04,9.08,8.94,12.75,11.64,11.29,A,32.26,28.83,2.14,3.06,Technology,Electronic Components,Information Technology,,,0P000000F7,0C00000ABC,United States,APH,14.10,14.90,21.72,14.80,18.63,16.44,15.35,14.73,14.27,13.78,13.75,9.93,26.22,24.27,27.03,30.10,16.97,23.81,24.85,24.59,24.04,24.13,23.34,0.00,5/8/2021,Electronic Components,Medium,21.31,3,Business Ethics,Carbon - Own Operations,Resource Use,34.40,10.60,10.08,6.02,7.70,Moderate,2,Yes,,,
Analog Devices Inc,US0326541051,ADI,Active,2,1.18,141.00,Medium,98.70,190.35,Wide,,Stable,,No,No,Yes,No,Yes,145.07,Overvalued,0.87,Low,0.10,Moderate,0.69,Wide,1.00,0.61,14.29,10.68,8.86,11.07,1.58,"61,232.64",Large Blend,166.02,11.44,168.93,110.47,1.25,1.25,23.41,10.00,-6.48,2.22,10.28,-6.82,24.70,20.28,5.61,A,39.28,31.85,2.26,2.52,Technology,Semiconductors,Information Technology,,,0P000000FH,0C00000ABQ,United States,ADI,10.00,8.21,33.06,8.34,21.89,21.11,13.67,12.95,11.54,11.93,14.80,7.88,13.14,10.30,11.84,14.01,10.48,16.83,14.18,13.25,15.13,16.36,24.80,0.00,5/8/2021,Semiconductor Design and Manufacturing,Medium,23.82,3,Human Capital,Product Governance,Resource Use,49.40,23.86,10.97,7.53,7.03,None,0,,,,
Anthem Inc,US0367521038,ANTM,Active,3,0.95,397.00,Medium,277.90,535.95,Narrow,,Stable,,Yes,No,No,Yes,No,367.51,Fairly Valued,0.97,Medium,0.11,Moderate,0.65,Narrow,0.97,0.21,18.75,12.07,8.73,,1.10,"92,659.95",Large Value,378.45,-3.65,406.00,244.10,0.98,1.05,5.12,,16.94,10.62,9.01,93.96,41.75,36.69,9.34,B,21.24,16.39,1.42,4.95,Healthcare,Healthcare Plans,Health Care,,,0P000005W9,0C000009MT,United States,ANTM,,,,,,,,,,,,,14.38,14.08,15.95,13.63,14.89,10.26,10.83,10.49,10.25,11.28,11.24,0.00,5/8/2021,Managed Health Care,Low,12.21,4,Data Privacy and Security,Access to Basic Services,Product Governance,34.50,22.23,0.03,6.97,5.27,Moderate,2,Yes,,,
Aon PLC,IE00BLP1HW54,AON,Active,2,1.15,212.00,Medium,148.40,286.20,Narrow,,Stable,,Yes,No,No,No,Yes,209.97,Overvalued,0.86,Low,0.07,Strong,0.70,Wide,0.99,0.20,3.49,8.08,9.13,11.49,0.77,"55,080.49",Large Blend,244.10,-3.99,260.97,179.52,0.90,0.85,22.28,18.89,0.48,3.44,3.14,64.10,68.63,55.93,-5.75,B,27.66,35.02,1.79,3.75,Financial Services,Insurance Brokers,Financials,,,0P000000GK,0C00000ACS,United States,AON,18.89,18.37,18.98,11.22,8.20,9.03,9.34,10.15,12.73,13.32,13.85,12.33,56.80,57.32,40.71,25.97,24.38,24.33,22.03,18.99,13.99,12.54,11.99,0.00,5/8/2021,Insurance Brokers,Low,17.31,4,Product Governance,Data Privacy and Security,Human Capital,34.30,16.99,0.05,8.26,9.00,Moderate,2,Yes,,,
Apartment Income REIT Corp,US03750L1098,AIRC,Active,2,1.11,44.00,Medium,30.80,59.40,None,,Stable,,No,No,No,No,No,43.46,Overvalued,0.89,Low,0.10,Moderate,0.53,None,0.13,,30.39,11.35,11.00,20.82,4.88,"7,656.23",Mid Value,48.82,9.51,50.38,28.24,0.97,0.91,-2.66,0.89,-6.62,-10.55,-6.02,,,-10.97,-11.14,C,,151.57,,-0.82,Real Estate,REIT - Residential,Real Estate,,,0P000000GM,0C00000ACY,United States,AIRC,0.89,0.07,14.49,2.59,2.00,2.80,5.62,6.56,8.40,6.70,9.77,7.49,-1.83,-6.76,27.79,42.19,19.14,26.68,18.84,30.94,23.32,14.96,-32.26,0.00,5/8/2021,REITs,,,#N/A,,,,,,,,,None,0,,,,
Apple Inc,US0378331005,AAPL,Active,3,1.13,115.00,High,69.00,178.25,Narrow,,Stable,,No,No,Yes,No,Yes,125.58,Fairly Valued,0.96,High,0.21,Moderate,0.67,Wide,1.00,0.18,6.00,9.83,9.94,,0.64,"2,171,895.17",Large Blend,130.15,2.12,145.09,86.18,1.28,1.21,24.44,40.07,5.51,6.19,3.27,24.57,12.32,7.90,-16.19,B,27.88,18.78,2.02,3.43,Technology,Consumer Electronics,Information Technology,,,0P000000GY,0C00000ADA,United States,AAPL,40.07,30.11,30.80,29.51,34.69,41.04,42.01,26.08,26.20,31.33,21.95,19.86,103.40,73.69,55.92,49.36,36.87,36.90,46.25,33.61,30.64,42.84,41.67,0.00,5/8/2021,Technology Hardware,Low,16.92,4,Business Ethics,Human Capital,Data Privacy and Security,33.25,16.33,0.29,7.69,8.94,Significant,3,Yes,,,
Applied Materials Inc,US0382221051,AMAT,Active,3,1.10,125.00,High,75.00,193.75,Wide,,Stable,,Yes,No,Yes,No,No,126.81,Overvalued,0.93,Medium,0.11,Moderate,0.63,Wide,1.00,0.18,4.88,29.07,16.54,12.71,0.66,"125,197.08",Large Growth,136.98,9.93,146.00,54.15,1.51,1.45,24.22,27.20,17.76,5.38,12.24,20.53,-0.60,0.13,9.48,B,28.78,17.62,1.35,3.50,Technology,Semiconductor Equipment & Materials,Information Technology,,,0P000000H9,0C00000ADK,United States,AMAT,27.20,25.44,11.41,-4.29,12.33,20.98,1.71,3.47,11.94,12.59,16.21,29.04,42.18,38.52,35.94,37.52,42.48,23.21,17.79,14.34,3.57,1.36,23.58,0.00,5/8/2021,Semiconductor Equipment,Low,12.27,4,Human Capital,Resource Use,"Emissions, Effluents and Waste",31.65,17.02,5.33,3.92,5.39,None,0,,,,
Archer-Daniels Midland Co,US0394831020,ADM,Active,2,1.31,49.00,High,29.40,75.95,None,,Stable,,No,No,No,No,No,61.39,Fairly Valued,0.96,Medium,0.14,Moderate,0.65,None,0.10,0.39,2.86,4.00,5.15,9.04,2.28,"35,751.35",Large Value,63.99,-4.90,69.30,37.54,0.94,0.90,2.93,7.17,-0.47,1.90,-1.01,,,,3.04,B,18.08,16.06,5.15,5.75,Consumer Defensive,Farm Products,Consumer Staples,,,0P000000I0,0C00000AEB,United States,ADM,7.17,6.68,10.37,8.67,9.82,8.84,5.07,5.59,9.28,8.33,5.94,7.29,10.40,9.04,7.22,9.71,8.99,7.29,9.87,11.32,6.87,,,0.00,5/8/2021,Agriculture,High,34.23,2,Human Rights - Supply Chain,Land Use and Biodiversity - Supply Chain,Carbon - Own Operations,58.70,24.47,15.91,13.52,4.81,Significant,3,Yes,,,
Arthur J. Gallagher & Co,US3635761097,AJG,,,,,,,,Narrow,,,,,,,,,123.33,Overvalued,0.87,Medium,0.12,Strong,0.72,Wide,0.99,0.42,4.65,4.89,3.99,3.47,1.31,"29,244.40",Mid Blend,141.80,-3.41,154.03,93.87,0.67,0.70,12.42,9.57,-1.55,3.92,5.39,68.63,31.62,27.07,10.92,B,33.86,24.57,,3.05,Financial Services,Insurance Brokers,Financials,,,0P000000JC,0C00000AFN,United States,AJG,9.57,9.57,7.69,11.36,13.03,9.59,10.32,10.49,7.88,7.15,7.38,8.05,14.53,14.44,13.85,14.51,12.29,10.97,10.39,11.42,14.35,13.44,12.26,0.00,5/8/2021,Insurance Brokers,Medium,24.34,3,Product Governance,Data Privacy and Security,Business Ethics,36.95,12.41,0.14,11.67,12.73,Moderate,2,Yes,,,
Artis Real Estate Investment Trust,CA04315L1058,AX.UN,,,,,,,,,,,,,,,,,11.78,Fairly Valued,1.05,High,0.24,Moderate,0.56,None,0.15,0.40,0.25,-20.56,-12.90,-6.67,4.98,"1,466.16",Small Value,11.22,1.81,11.85,7.19,1.29,1.26,4.85,5.58,-12.03,-3.85,-3.04,-12.74,-5.58,-6.25,0.07,B,8.12,16.13,,12.21,Real Estate,REIT - Diversified,Real Estate,,,0P0000831J,0C00000KJ7,Canada,AX.UN,5.58,1.71,2.02,1.75,6.10,14.32,11.18,5.75,5.37,-1.71,4.01,5.80,8.90,0.20,4.53,5.89,9.43,4.29,-8.36,7.90,8.73,21.30,30.25,0.00,5/8/2021,REITs,Medium,20.05,3,ESG Integration - Financials,Product Governance,Human Capital,26.25,6.20,5.05,7.21,7.79,None,0,,,,
AT&T Inc,US00206R1023,T,Active,4,0.81,36.00,High,21.60,55.80,Narrow,,Stable,,Yes,Yes,Yes,No,No,33.75,Undervalued,1.16,High,0.22,Moderate,0.63,Narrow,0.97,,1.46,1.83,1.93,2.10,7.16,"207,488.40",Large Value,29.06,-9.86,33.88,26.35,0.78,0.78,-1.66,0.61,-5.21,2.28,3.19,-5.44,16.50,4.30,-0.37,B,,15.05,3.27,-1.17,Communication Services,Telecom Services,Communication Services,,,0P00000031,0C00000AGU,United States,T,0.61,0.12,-0.25,8.35,12.41,3.53,5.87,12.83,5.21,7.65,6.57,12.04,-1.43,-3.10,7.55,11.92,22.31,10.56,12.57,7.13,20.09,7.34,3.63,0.00,5/8/2021,Telecommunication Services,,,#N/A,,,,38.25,19.18,1.85,10.90,6.32,Significant,3,Yes,,,
Automatic Data Processing Inc,US0530151036,ADP,Active,2,1.36,145.00,Medium,101.50,195.75,Wide,,Negative,,Yes,No,No,No,Yes,154.32,Overvalued,0.78,Low,0.09,Strong,0.76,Wide,1.00,0.64,15.03,16.26,12.54,10.06,1.88,"83,924.98",Large Blend,197.23,1.80,200.51,127.31,0.66,0.71,21.81,33.82,3.40,5.65,5.93,13.57,13.34,12.49,14.40,B,34.03,30.78,3.54,2.92,Industrials,Staffing & Employment Services,Information Technology,,,0P000000LO,0C00000AI7,United States,ADP,33.82,30.89,24.92,13.99,21.19,20.79,21.98,22.89,17.23,24.68,26.33,29.55,44.28,44.23,45.24,43.27,42.27,32.13,25.31,23.58,22.85,22.90,21.83,0.00,5/8/2021,Data Processing,Low,12.58,4,Data Privacy and Security,Human Capital,Business Ethics,29.35,16.77,0.07,7.07,5.44,Low,1,Yes,,,
AvalonBay Communities Inc,US0534841012,AVB,Active,3,1.09,192.00,Medium,134.40,259.20,None,,Stable,,No,No,No,No,No,190.94,Overvalued,0.91,Low,0.07,Moderate,0.64,None,0.10,1.11,4.61,3.84,4.93,5.94,3.03,"29,273.70",Mid Blend,209.69,5.93,216.64,131.38,0.99,0.93,35.83,5.03,-1.01,2.16,4.39,-8.33,-2.89,-0.98,0.81,B,36.18,28.80,6.57,2.73,Real Estate,REIT - Residential,Real Estate,,,0P000000LX,0C00000AIG,United States,AVB,5.03,5.32,7.46,2.28,3.97,7.17,5.99,3.66,5.68,5.75,7.28,6.15,7.41,7.60,7.25,9.25,8.51,10.31,7.84,7.73,4.57,7.53,11.42,0.00,5/8/2021,REITs,Low,11.53,4,ESG Integration - Financials,Human Capital,Product Governance,24.55,13.02,3.41,2.87,5.26,None,0,,,,
Avery Dennison Corp,US0536111091,AVY,Active,1,1.97,107.00,High,64.20,165.85,None,,Stable,,No,No,No,No,No,142.93,Overvalued,0.68,High,0.22,Moderate,0.68,None,0.55,0.32,4.42,10.27,10.08,11.42,1.18,"17,522.10",Mid Blend,211.09,-3.34,226.19,109.38,0.92,1.01,10.58,17.70,-1.39,1.77,3.16,8.87,8.28,5.18,14.53,B,29.36,28.27,5.65,3.56,Industrials,Business Equipment & Supplies,Materials,,,0P000000M6,0C00000AIP,United States,AVY,17.70,18.06,9.26,-19.18,13.14,8.15,9.35,9.52,12.24,14.94,17.02,13.19,45.82,41.35,28.12,46.71,28.58,33.92,27.25,19.30,13.88,13.30,11.51,0.00,5/8/2021,Paper Packaging,Low,18.10,4,"Emissions, Effluents and Waste",Resource Use,Carbon - Own Operations,30.20,12.10,12.09,1.93,4.08,Low,1,Yes,,,
Barrick Gold Corp,CA0679011084,ABX,Active,2,1.31,21.00,Very High,10.50,36.75,None,,Stable,,No,No,No,No,No,25.33,Overvalued,0.92,High,0.25,Strong,0.73,None,0.09,0.24,138.46,37.21,17.23,-3.44,2.22,"48,958.56",Large Blend,27.53,-4.53,41.09,23.63,-0.02,0.02,39.27,9.58,29.62,14.57,6.88,197.08,71.30,37.92,18.14,B,17.06,15.30,,6.15,Basic Materials,Gold,Materials,,,0P000067Z1,0C000006UV,Canada,ABX,9.58,9.06,4.02,-20.56,15.48,14.52,-1.27,-32.04,-9.57,-10.55,6.55,11.35,10.86,10.38,27.35,-18.31,16.70,8.67,-32.57,-24.45,-58.39,-2.37,20.94,0.00,5/8/2021,Gold,High,35.87,2,"Emissions, Effluents and Waste",Community Relations,Occupational Health and Safety,74.75,39.05,17.35,13.61,4.74,High,4,Yes,,,
BCE Inc,CA05534B7604,BCE,Active,3,0.94,65.00,Medium,45.50,87.75,Narrow,,Stable,,Yes,Yes,No,No,No,61.43,Fairly Valued,1.00,Low,0.07,Moderate,0.68,Narrow,0.99,1.36,5.05,5.08,5.07,6.43,5.58,"55,326.25",Large Value,61.16,4.55,61.78,52.52,0.28,0.29,14.27,6.94,-3.82,0.18,1.24,-13.00,1.40,1.76,1.26,A,24.12,18.62,,4.05,Communication Services,Telecom Services,Communication Services,,,0P000067XW,0C000006VC,Canada,BCE,6.94,7.78,5.06,8.60,14.83,15.78,12.48,9.74,10.17,10.22,10.40,9.58,13.26,14.67,18.19,17.06,18.55,20.96,21.08,20.95,17.88,23.23,24.61,0.00,5/8/2021,Telecommunication Services,Low,19.05,4,Data Privacy and Security,Product Governance,Business Ethics,37.60,18.55,2.38,10.51,6.16,Moderate,2,Yes,,,
"Becton, Dickinson and Co",US0758871091,BDX,Active,4,0.81,296.00,Medium,207.20,399.60,Narrow,,Stable,,Yes,No,No,No,Yes,244.76,Fairly Valued,1.02,High,0.16,Strong,0.70,Wide,0.99,0.58,2.60,2.67,5.66,7.88,1.37,"69,877.87",Large Value,240.28,-0.52,284.97,219.50,0.68,0.76,5.75,4.95,-1.00,12.28,10.73,15.00,14.39,11.54,12.99,B,43.27,84.93,1.73,2.33,Healthcare,Medical Instruments & Supplies,Health Care,,,0P000000QR,0C000006VR,United States,BDX,4.95,2.99,19.37,18.85,18.76,17.73,15.57,15.84,13.91,7.10,6.69,5.09,7.16,3.42,5.14,0.94,10.01,13.19,11.38,23.48,28.18,26.10,24.77,0.00,5/8/2021,Medical Devices,Medium,29.00,3,Product Governance,Business Ethics,Human Capital,48.60,19.60,3.84,15.69,9.47,Significant,3,Yes,,,
Best Buy Co Inc,US0865161014,BBY,Active,3,1.09,101.00,High,60.60,156.55,None,,Negative,,No,No,No,No,No,101.16,Overvalued,0.92,Medium,0.12,Strong,0.72,None,0.26,0.27,10.00,17.39,19.05,13.33,2.27,"27,526.98",Mid Value,109.90,-8.13,128.58,80.37,1.62,1.53,,26.87,8.30,3.89,3.64,,,,11.82,C,13.60,15.47,5.62,7.78,Consumer Cyclical,Specialty Retail,Consumer Discretionary,,,0P000000RH,0C000006WE,United States,BBY,26.87,22.91,23.16,17.80,18.69,16.24,-16.24,,10.84,21.45,14.88,20.94,44.58,44.58,45.42,42.32,24.04,27.03,19.14,27.46,15.10,,,0.00,5/8/2021,Electronics Retail,Low,13.67,4,Human Capital,Human Rights - Supply Chain,E&S Impact of Products and Services,21.20,9.16,2.12,5.16,4.76,Moderate,2,Yes,,,
BlackRock Inc,US09247X1019,BLK,Active,3,0.99,880.00,Medium,616.00,"1,188.00",Wide,,Stable,,No,No,Yes,No,Yes,806.20,Overvalued,0.93,Medium,0.12,Strong,0.75,Wide,1.00,0.44,10.00,13.24,10.74,13.76,1.79,"132,598.83",Large Blend,869.35,1.93,890.00,528.63,1.12,1.16,40.26,13.35,11.46,6.02,7.29,34.94,-2.21,-1.78,5.42,B,25.44,18.46,3.05,3.97,Financial Services,Asset Management,Financials,,,0P000000T6,0C000006Y5,United States,BLK,13.35,12.45,6.04,4.21,4.51,4.60,4.69,9.14,9.92,10.06,9.74,14.40,15.57,14.33,13.58,13.42,16.26,11.00,11.97,12.24,11.31,5.54,5.17,0.00,5/8/2021,Asset Management and Custody Services,Medium,22.80,3,Business Ethics,Data Privacy and Security,ESG Integration - Financials,40.70,17.90,1.47,10.43,10.89,Moderate,2,Yes,,,
Boardwalk Real Estate Investment Trust,CA0966311064,BEI.UN,,,,,,,,,,,,,,,,,42.34,Undervalued,1.05,High,0.22,Moderate,0.57,None,0.14,,0.00,-22.45,-13.28,-5.70,2.49,"2,053.71",Small Blend,40.25,7.33,40.80,25.80,1.85,1.72,-42.39,-2.97,2.25,3.25,-0.45,,,,-1.28,B,,67.15,,-12.10,Real Estate,REIT - Residential,Real Estate,,,0P000080FE,0C00000PPY,Canada,BEI.UN,-2.97,-1.96,199.82,,13.66,29.89,14.98,7.68,5.83,1.82,-0.11,2.30,-7.46,-6.58,1.11,6.33,1.91,-1.84,0.88,7.41,10.64,25.06,65.21,0.00,5/8/2021,REITs,Low,18.50,4,ESG Integration - Financials,Human Capital,Product Governance,28.80,10.30,7.08,5.00,6.42,None,0,,,,
Boston Properties Inc,US1011211018,BXP,Active,3,1.12,108.00,High,64.80,167.40,None,,Stable,,No,No,No,No,No,109.53,Overvalued,0.90,Low,0.08,Moderate,0.48,None,0.06,1.34,2.35,8.72,8.56,6.96,3.24,"18,900.59",Mid Blend,121.10,11.92,124.24,69.69,1.28,1.23,36.83,3.89,-6.58,2.05,2.12,-2.06,8.25,8.25,0.77,C,40.12,37.03,,2.42,Real Estate,REIT - Office,Real Estate,,,0P000000UH,0C000006ZK,United States,BXP,3.89,6.34,3.12,4.20,3.43,4.07,3.99,6.61,4.43,5.47,4.96,4.30,7.86,15.27,9.15,10.13,8.07,9.05,10.40,7.85,13.94,5.81,5.90,0.00,5/8/2021,REITs,Low,13.73,4,Human Capital,ESG Integration - Financials,Product Governance,27.30,13.57,3.51,4.95,5.27,Low,1,Yes,,,
Broadcom Inc,US11135F1012,AVGO,Active,2,1.16,400.00,Medium,280.00,540.00,Narrow,,Stable,,No,No,Yes,No,No,388.20,Overvalued,0.83,Low,0.09,Moderate,0.63,Wide,0.99,1.27,22.64,47.15,53.01,,2.94,"191,078.86",Large Blend,465.75,5.46,495.14,302.77,0.96,0.93,10.23,8.55,5.71,10.64,28.48,25.18,28.38,22.56,5.73,B,54.60,135.55,1.19,2.31,Technology,Semiconductors,Information Technology,,,0P0000KU35,0C000017Q5,United States,AVGO,8.55,6.39,10.65,0.39,26.53,29.52,25.26,20.74,4.16,17.74,-6.78,5.95,15.13,10.91,10.45,52.23,8.64,-14.73,34.28,8.58,20.81,25.45,31.44,0.00,5/8/2021,Semiconductor Design and Manufacturing,Medium,25.54,3,Human Capital,Business Ethics,Product Governance,39.60,14.06,8.96,8.66,7.93,Significant,3,Yes,,,
Broadridge Financial Solutions Inc,US11133T1034,BR,Active,2,1.13,142.00,Low,113.60,177.50,Narrow,,Stable,,Yes,No,No,No,Yes,129.04,Overvalued,0.81,Low,0.10,Strong,0.73,Wide,0.99,0.51,11.34,17.84,14.87,14.45,1.44,"18,605.66",Mid Blend,160.22,-1.46,167.54,121.05,0.93,0.87,12.80,15.46,3.82,3.02,10.95,-8.25,16.97,5.06,10.73,A,36.25,30.29,2.01,2.75,Technology,Information Technology Services,Information Technology,,,0P000087QU,0C00000PSK,United States,BR,15.46,15.70,19.51,19.12,16.58,12.23,11.39,16.21,19.64,19.46,17.06,17.58,37.02,37.39,43.39,40.79,31.89,31.17,30.39,29.59,25.45,15.00,21.14,0.00,5/8/2021,Data Processing,Low,15.03,4,Human Capital,Data Privacy and Security,Business Ethics,30.40,15.37,0.03,8.38,6.62,Moderate,2,Yes,,,
Brookfield Renewable Partners LP,BMG162581083,BEP.UN,,,,,,,,,,,,,,,,,48.03,Fairly Valued,1.00,High,0.17,Moderate,0.50,None,0.57,,-5.19,1.46,3.30,4.53,3.15,"13,161.41",Mid Value,47.88,9.79,63.39,33.87,0.67,0.68,-5.04,1.70,-4.05,13.22,18.54,-22.39,14.00,11.78,2.41,D,,506.91,,-2.19,Utilities,Utilities - Renewable,Utilities,,,0P000080GQ,0C00000PO1,Canada,BEP.UN,1.70,2.13,7.41,-7.43,15.00,1.52,2.11,4.30,3.18,2.34,2.50,2.17,-5.26,-3.58,-1.66,0.48,-0.78,-1.07,0.07,1.97,1.54,-0.56,-6.26,0.31,5/8/2021,Renewable Power Production,Medium,21.33,3,Community Relations,Occupational Health and Safety,Business Ethics,39.30,17.97,2.43,12.62,6.28,Low,1,Yes,,,
C.H. Robinson Worldwide Inc,US12541W2098,CHRW,Active,3,1.03,94.00,Medium,65.80,126.90,Wide,,Negative,,No,No,No,Yes,No,88.16,Overvalued,0.91,Medium,0.12,Moderate,0.68,Wide,1.00,0.46,1.49,4.07,5.38,6.97,2.11,"12,829.42",Mid Blend,96.47,-2.80,106.75,75.58,0.73,0.70,3.88,18.40,5.86,2.91,3.76,-41.80,10.94,9.14,11.07,B,21.90,21.06,1.82,4.59,Industrials,Integrated Freight & Logistics,Industrials,,,0P000000YD,0C000007A8,United States,CHRW,18.40,16.61,33.42,33.00,33.89,35.20,36.43,20.71,23.46,25.01,23.03,19.94,34.82,28.53,35.33,43.99,37.63,42.63,46.39,45.27,34.03,43.14,35.20,0.00,5/8/2021,Air Freight and Logistics,Medium,20.02,3,Carbon - Own Operations,Human Capital,Occupational Health and Safety,33.00,8.34,5.31,13.08,6.28,Low,1,Yes,,,
Cabot Oil & Gas Corp,US1270971039,COG,Active,4,0.72,23.00,High,13.80,35.65,Narrow,,Stable,,Yes,No,No,No,No,17.72,Undervalued,1.07,High,0.29,Moderate,0.60,Narrow,0.91,0.59,14.29,33.01,37.97,29.57,2.47,"6,622.44",Small Value,16.57,-6.75,21.34,15.76,0.10,0.13,16.44,9.28,-29.02,-5.97,1.56,-69.21,14.85,-4.67,0.46,B,24.12,37.44,0.35,4.10,Energy,Oil & Gas E&P,Energy,,,0P000000ZX,0C0000072S,United States,COG,9.28,7.23,11.49,7.16,5.40,5.73,5.55,9.94,4.21,-1.38,-8.93,3.55,12.20,9.18,32.13,24.16,3.94,-18.23,-5.49,4.81,12.90,6.22,6.16,0.00,5/8/2021,Oil & Gas Exploration and Production,Severe,46.68,1,"Emissions, Effluents and Waste",Carbon - Own Operations,Occupational Health and Safety,65.80,19.12,23.39,14.01,9.28,Moderate,2,Yes,,,
CAE Inc,CA1247651088,CAE,,,,,,,,,,,,,,,,,32.66,Overvalued,0.84,Medium,0.14,Moderate,0.56,Narrow,0.78,0.00,10.26,10.93,9.75,13.61,,"11,359.57",Mid Blend,38.72,4.56,39.44,18.50,2.20,2.13,,2.00,9.66,10.24,10.03,,,,8.82,B,,26.81,,-0.44,Industrials,Aerospace & Defense,Industrials,,,0P000067ZN,0C00000731,Canada,CAE,2.00,7.76,13.52,13.42,9.18,12.63,12.97,9.15,10.00,8.82,9.22,9.36,0.44,12.92,14.47,16.55,13.10,13.04,13.12,14.87,12.84,18.54,15.49,0.00,5/8/2021,Aerospace and Defence,Medium,28.64,3,Product Governance,Human Capital,Bribery and Corruption,52.25,23.61,7.87,15.54,5.23,Low,1,Yes,,,
Campbell Soup Co,US1344291091,CPB,Active,3,0.95,48.00,Medium,33.60,64.80,Wide,,Negative,,Yes,No,Yes,No,No,45.17,Fairly Valued,0.99,Medium,0.11,Moderate,0.64,Wide,1.00,0.54,0.00,0.00,2.33,2.68,3.16,"13,794.90",Mid Value,45.52,-7.61,54.08,44.53,0.58,0.58,8.81,11.06,7.20,14.19,1.46,8.19,4.91,2.72,15.99,B,18.37,34.93,1.00,5.82,Consumer Defensive,Packaged Foods,Consumer Staples,,,0P0000011A,0C00000746,United States,CPB,11.06,20.35,32.38,22.18,25.96,22.37,21.56,11.69,16.75,13.34,12.10,18.92,29.84,88.82,17.11,17.39,56.10,38.75,44.46,61.16,43.31,77.95,79.94,0.00,5/8/2021,Packaged Foods,Medium,21.53,3,Resource Use,Carbon - Own Operations,Product Governance,52.40,30.87,9.07,7.79,4.68,Moderate,2,Yes,,,
Canadian Apartment Properties Real Estate Investment Trust,CA1349211054,CAR.UN,,,,,,,,,,,,,,,,,56.58,Fairly Valued,0.98,High,0.15,Moderate,0.65,None,0.50,0.25,0.91,2.74,2.78,2.48,2.39,"9,936.59",Mid Value,57.65,0.09,58.20,42.22,1.00,0.98,108.14,7.68,13.05,11.38,10.58,9.39,6.60,10.28,14.51,A,10.02,8.22,,9.59,Real Estate,REIT - Residential,Real Estate,,,0P000080FM,0C00000PPM,Canada,CAR.UN,7.68,7.59,2.46,3.41,24.35,11.93,11.43,6.73,7.08,6.67,7.58,11.52,10.68,10.48,16.24,21.67,18.43,11.24,10.41,11.08,10.32,19.77,20.42,0.00,5/8/2021,REITs,Low,15.85,4,ESG Integration - Financials,Human Capital,Product Governance,25.65,9.80,5.38,4.23,6.24,None,0,,,,
